line_id,tenant,customer_id,channel,order_date,raw_text,qty,uom_text,unit_price,buyer_sku,raw_barcode,notes,gt_item_code
NRD-T-0148,nordic,CUST-001,portal_csv,2026-07-12,Copper pipe 22mm x 3m Class 2,50,,,,,,
NRD-T-0149,nordic,CUST-001,email_pdf,2026-05-14,Duracell AA battery 8 pack,1,box,,,,,
NRD-T-0150,nordic,CUST-002,voice_note,2026-07-11,Cape Bay Vanilla Ice Cream Tub 6s,2,,,,,,NRD-VANI0460
NRD-T-0151,nordic,CUST-007,portal_csv,2026-07-02,Fjrdal    Vanilla  Ice  Cream  Tub  4L,2,ea,227.31,,,,NRD-VANI0327
NRD-T-0152,nordic,CUST-005,email_pdf,2026-06-17,Sisu Samlon Fillet Trim D 5kg ((Bulk),5,,196.68,,,,NRD-SALM0331B
NRD-T-0153,nordic,CUST-006,email_pdf,2026-06-01,Golden Pantry Beef Patty 200G 12S,100,unit,376.57,,,,NRD-BEEF0046
NRD-T-0154,nordic,CUST-001,portal_csv,2026-06-11,1) Halberg Potato Fries 10mm 1kg,3,ea,6.94,,,,NRD-POTA0156
NRD-T-0155,nordic,CUST-007,whatsapp,2026-06-22,Golden Pantry Squid Breaded 2kg,20,,468.31,,,,NRD-SQUI0488
NRD-T-0156,nordic,CUST-006,portal_csv,2026-06-18,Fjordal Prawn PDTO 1kg x24 case,12,carton,19.33,,,price quoted per outer,NRD-PRAW0461
NRD-T-0157,nordic,CUST-003,voice_note,2026-05-05,butter sheet 5kg,2,,,003404338,,,NRD-BUTT0092
NRD-T-0158,nordic,CUST-006,email_pdf,2026-08-25,Cape Bay Prawn 16/20 2kg,1,,19.69,,,,NRD-PRAW0055
NRD-T-0159,nordic,CUST-002,email_pdf,2026-04-25,Nordvik Potato Fries Crinkle 2.5kg,10,packet,,,,,NRD-POTA0443
NRD-T-0160,nordic,CUST-001,email_pdf,2026-08-19,Fjordal Breast Whole,10,,,001174007,,,NRD-CHIC0324
