tenant,item_code,uom,conversion_factor,is_stock_uom
acme,ACM-SELF0318,Carton,24.0,0
acme,ACM-MASK0127,Roll,1.0,1
acme,ACM-MASK0127,Carton,10.0,0
acme,ACM-SAFE0919,Nos,1.0,1
acme,ACM-SAFE0919,Carton,24.0,0
acme,ACM-PVCP0284,Length,1.0,1
acme,ACM-HEXB0206,Pcs,1.0,1
acme,ACM-HEXB0206,Carton,100.0,0
acme,ACM-MASK0183,Roll,1.0,1
acme,ACM-MASK0183,Carton,12.0,0
acme,ACM-HOSE0927,Pcs,1.0,1
acme,ACM-HOSE0927,Carton,12.0,0
acme,ACM-SELF0720,Packet,1.0,1
acme,ACM-SELF0720,Carton,10.0,0
acme,ACM-HEXB0103,Pcs,1.0,1
acme,ACM-HEXB0103,Carton,12.0,0
acme,ACM-WALL1079,Packet,1.0,1
acme,ACM-WALL1079,Carton,10.0,0
acme,ACM-BALL0740,Nos,1.0,1
acme,ACM-BALL0740,Carton,100.0,0
acme,ACM-HEXB0807,Pcs,1.0,1
acme,ACM-HEXB0807,Carton,12.0,0
acme,ACM-ANGL0942,Packet,1.0,1
acme,ACM-ANGL0942,Carton,100.0,0
acme,ACM-HEXB0506,Pcs,1.0,1
acme,ACM-HEXB0506,Carton,24.0,0
acme,ACM-WALL0398,Packet,1.0,1
acme,ACM-WALL0398,Carton,24.0,0
acme,ACM-ANGL0036,Packet,1.0,1
acme,ACM-ANGL0036,Carton,10.0,0
acme,ACM-BALL0128,Nos,1.0,1
acme,ACM-BALL0128,Carton,24.0,0
acme,ACM-WALL0330,Packet,1.0,1
acme,ACM-WALL0330,Carton,50.0,0
acme,ACM-CABL0418,Packet,1.0,1
acme,ACM-CABL0418,Carton,10.0,0
acme,ACM-PVCP0933,Length,1.0,1
acme,ACM-SELF0568,Packet,1.0,1
acme,ACM-SELF0568,Carton,10.0,0
acme,ACM-CABL0866,Packet,1.0,1
acme,ACM-CABL0866,Carton,12.0,0
acme,ACM-WALL0556,Packet,1.0,1
acme,ACM-WALL0556,Carton,50.0,0
acme,ACM-GIWI0480,Kg,1.0,1
acme,ACM-MISC010,Nos,1.0,1
acme,ACM-HEXB0630,Pcs,1.0,1
acme,ACM-HEXB0630,Carton,24.0,0
acme,ACM-ANGL0104,Packet,1.0,1
acme,ACM-ANGL0104,Carton,12.0,0
acme,ACM-ANGL0909,Packet,1.0,1
acme,ACM-ANGL0909,Carton,6.0,0
acme,ACM-SELF0469,Packet,1.0,1
acme,ACM-SELF0469,Carton,24.0,0
acme,ACM-CABL0499,Packet,1.0,1
acme,ACM-CABL0499,Carton,10.0,0
acme,ACM-GIWI0811,Kg,1.0,1
acme,ACM-HEXB0906,Pcs,1.0,1
acme,ACM-HEXB0906,Carton,24.0,0
acme,ACM-MASK0859,Roll,1.0,1
acme,ACM-MASK0859,Carton,10.0,0
acme,ACM-MASK0558,Roll,1.0,1
acme,ACM-MASK0558,Carton,6.0,0
acme,ACM-HOSE0631,Pcs,1.0,1
acme,ACM-HOSE0631,Carton,50.0,0
acme,ACM-BALL1083,Nos,1.0,1
acme,ACM-BALL1083,Carton,6.0,0
acme,ACM-SAFE1038,Nos,1.0,1
acme,ACM-SAFE1038,Carton,50.0,0
acme,ACM-HEXB1059,Pcs,1.0,1
acme,ACM-HEXB1059,Carton,100.0,0
acme,ACM-HEXB0177,Pcs,1.0,1
acme,ACM-HEXB0177,Carton,10.0,0
acme,ACM-HEXB0395,Pcs,1.0,1
acme,ACM-HEXB0395,Carton,24.0,0
acme,ACM-BALL0999,Nos,1.0,1
acme,ACM-BALL0999,Carton,12.0,0
acme,ACM-CABL0369,Packet,1.0,1
acme,ACM-CABL0369,Carton,50.0,0
acme,ACM-HEXB0010,Pcs,1.0,1
acme,ACM-HEXB0010,Carton,50.0,0
acme,ACM-CABL1056,Packet,1.0,1
acme,ACM-CABL1056,Carton,6.0,0
acme,ACM-HEXB0751,Pcs,1.0,1
acme,ACM-HEXB0751,Carton,6.0,0
acme,ACM-HOSE0136,Pcs,1.0,1
acme,ACM-HOSE0136,Carton,100.0,0
acme,ACM-HEXB0803,Pcs,1.0,1
acme,ACM-HEXB0803,Carton,100.0,0
acme,ACM-CABL0096,Packet,1.0,1
acme,ACM-CABL0096,Carton,12.0,0
acme,ACM-SAFE0526,Nos,1.0,1
acme,ACM-SAFE0526,Carton,12.0,0
acme,ACM-HEXB0224,Pcs,1.0,1
acme,ACM-HEXB0224,Carton,6.0,0
acme,ACM-MASK0230,Roll,1.0,1
acme,ACM-MASK0230,Carton,12.0,0
acme,ACM-WALL0962,Packet,1.0,1
acme,ACM-WALL0962,Carton,12.0,0
acme,ACM-CABL0924,Packet,1.0,1
acme,ACM-CABL0924,Carton,50.0,0
acme,ACM-ANGL0234,Packet,1.0,1
acme,ACM-ANGL0234,Carton,12.0,0
acme,ACM-SAFE0916,Nos,1.0,1
acme,ACM-SAFE0916,Carton,12.0,0
acme,ACM-SELF0464,Packet,1.0,1
acme,ACM-SELF0464,Carton,50.0,0
acme,ACM-SAFE0795,Nos,1.0,1
acme,ACM-SAFE0795,Carton,12.0,0
acme,ACM-HEXB0518,Pcs,1.0,1
acme,ACM-HEXB0518,Carton,100.0,0
acme,ACM-ANGL0414,Packet,1.0,1
acme,ACM-ANGL0414,Carton,50.0,0
acme,ACM-WALL0439,Packet,1.0,1
acme,ACM-WALL0439,Carton,6.0,0
acme,ACM-HEXB0721,Pcs,1.0,1
acme,ACM-HEXB0721,Carton,6.0,0
acme,ACM-CABL0833,Packet,1.0,1
acme,ACM-CABL0833,Carton,12.0,0
acme,ACM-ANGL1026,Packet,1.0,1
acme,ACM-ANGL1026,Carton,6.0,0
acme,ACM-ANGL1000,Packet,1.0,1
acme,ACM-ANGL1000,Carton,10.0,0
acme,ACM-CABL0786,Packet,1.0,1
acme,ACM-CABL0786,Carton,12.0,0
acme,ACM-PVCP0394,Length,1.0,1
acme,ACM-WALL0660,Packet,1.0,1
acme,ACM-WALL0660,Carton,24.0,0
acme,ACM-ANGL0767,Packet,1.0,1
acme,ACM-ANGL0767,Carton,6.0,0
acme,ACM-WALL0211,Packet,1.0,1
acme,ACM-WALL0211,Carton,6.0,0
acme,ACM-HOSE0106B,Pcs,1.0,1
acme,ACM-HOSE0106B,Carton,144.0,0
acme,ACM-BALL0618,Nos,1.0,1
acme,ACM-BALL0618,Carton,50.0,0
acme,ACM-WALL0638,Packet,1.0,1
acme,ACM-WALL0638,Carton,12.0,0
acme,ACM-HEXB0093,Pcs,1.0,1
acme,ACM-HEXB0093,Carton,12.0,0
acme,ACM-SELF0068,Packet,1.0,1
acme,ACM-SELF0068,Carton,24.0,0
acme,ACM-PVCP0956,Length,1.0,1
acme,ACM-WALL0190,Packet,1.0,1
acme,ACM-WALL0190,Carton,100.0,0
acme,ACM-BALL0626,Nos,1.0,1
acme,ACM-BALL0626,Carton,12.0,0
acme,ACM-BALL0403,Nos,1.0,1
acme,ACM-BALL0403,Carton,24.0,0
acme,ACM-WALL0992,Packet,1.0,1
acme,ACM-WALL0992,Carton,24.0,0
acme,ACM-PVCP0732,Length,1.0,1
acme,ACM-WALL0160,Packet,1.0,1
acme,ACM-WALL0160,Carton,10.0,0
acme,ACM-NITR0172,Box,1.0,1
acme,ACM-ANGL0716,Packet,1.0,1
acme,ACM-ANGL0716,Carton,6.0,0
acme,ACM-PVCP0994,Length,1.0,1
acme,ACM-HEXB0089,Pcs,1.0,1
acme,ACM-HEXB0089,Carton,24.0,0
acme,ACM-HEXB0449,Pcs,1.0,1
acme,ACM-HEXB0449,Carton,6.0,0
acme,ACM-HEXB0359,Pcs,1.0,1
acme,ACM-HEXB0359,Carton,6.0,0
acme,ACM-ANGL0594,Packet,1.0,1
acme,ACM-ANGL0594,Carton,6.0,0
acme,ACM-BALL0929,Nos,1.0,1
acme,ACM-BALL0929,Carton,100.0,0
acme,ACM-BALL0073,Nos,1.0,1
acme,ACM-BALL0073,Carton,50.0,0
acme,ACM-CABL0111,Packet,1.0,1
acme,ACM-CABL0111,Carton,12.0,0
acme,ACM-HEXB1013,Pcs,1.0,1
acme,ACM-HEXB1013,Carton,50.0,0
acme,ACM-SAFE1087,Nos,1.0,1
acme,ACM-SAFE1087,Carton,10.0,0
acme,ACM-PVCP0538,Length,1.0,1
acme,ACM-MASK0784,Roll,1.0,1
acme,ACM-MASK0784,Carton,100.0,0
acme,ACM-CABL0657,Packet,1.0,1
acme,ACM-CABL0657,Carton,6.0,0
acme,ACM-HEXB0971,Pcs,1.0,1
acme,ACM-HEXB0971,Carton,100.0,0
acme,ACM-CABL0602,Packet,1.0,1
acme,ACM-CABL0602,Carton,10.0,0
acme,ACM-HEXB0053,Pcs,1.0,1
acme,ACM-HEXB0053,Carton,50.0,0
acme,ACM-HEXB0352,Pcs,1.0,1
acme,ACM-HEXB0352,Carton,100.0,0
acme,ACM-PVCP0471,Length,1.0,1
acme,ACM-CABL0917,Packet,1.0,1
acme,ACM-CABL0917,Carton,50.0,0
acme,ACM-GIWI0505,Kg,1.0,1
acme,ACM-WALL0679,Packet,1.0,1
acme,ACM-WALL0679,Carton,50.0,0
acme,ACM-BALL0084,Nos,1.0,1
acme,ACM-BALL0084,Carton,100.0,0
acme,ACM-PVCP0615,Length,1.0,1
acme,ACM-NITR0903,Box,1.0,1
acme,ACM-ANGL0157,Packet,1.0,1
acme,ACM-ANGL0157,Carton,6.0,0
acme,ACM-CABL0950,Packet,1.0,1
acme,ACM-CABL0950,Carton,12.0,0
acme,ACM-PVCP0640B,Length,1.0,1
acme,ACM-PVCP0640B,Carton,144.0,0
acme,ACM-BALL0178,Nos,1.0,1
acme,ACM-BALL0178,Carton,6.0,0
acme,ACM-BALL0408,Nos,1.0,1
acme,ACM-BALL0408,Carton,100.0,0
acme,ACM-NITR0977,Box,1.0,1
acme,ACM-WALL0641,Packet,1.0,1
acme,ACM-WALL0641,Carton,24.0,0
acme,ACM-PVCP0561,Length,1.0,1
acme,ACM-BALL0112,Nos,1.0,1
acme,ACM-BALL0112,Carton,10.0,0
acme,ACM-MASK0061,Roll,1.0,1
acme,ACM-MASK0061,Carton,6.0,0
acme,ACM-HEXB1097,Pcs,1.0,1
acme,ACM-HEXB1097,Carton,24.0,0
acme,ACM-NITR0017,Box,1.0,1
acme,ACM-CABL0496,Packet,1.0,1
acme,ACM-CABL0496,Carton,12.0,0
acme,ACM-GIWI0975,Kg,1.0,1
acme,ACM-HOSE0317,Pcs,1.0,1
acme,ACM-HOSE0317,Carton,10.0,0
acme,ACM-CABL0254,Packet,1.0,1
acme,ACM-CABL0254,Carton,12.0,0
acme,ACM-BALL0904,Nos,1.0,1
acme,ACM-BALL0904,Carton,100.0,0
acme,ACM-ANGL0522,Packet,1.0,1
acme,ACM-ANGL0522,Carton,50.0,0
acme,ACM-BALL0944,Nos,1.0,1
acme,ACM-BALL0944,Carton,12.0,0
acme,ACM-SELF0571,Packet,1.0,1
acme,ACM-SELF0571,Carton,24.0,0
acme,ACM-HEXB0769,Pcs,1.0,1
acme,ACM-HEXB0769,Carton,10.0,0
acme,ACM-NITR0341,Box,1.0,1
acme,ACM-MASK0530,Roll,1.0,1
acme,ACM-MASK0530,Carton,12.0,0
acme,ACM-ANGL0481,Packet,1.0,1
acme,ACM-ANGL0481,Carton,12.0,0
acme,ACM-CABL0785,Packet,1.0,1
acme,ACM-CABL0785,Carton,6.0,0
acme,ACM-CABL0316,Packet,1.0,1
acme,ACM-CABL0316,Carton,100.0,0
acme,ACM-CABL0311,Packet,1.0,1
acme,ACM-CABL0311,Carton,10.0,0
acme,ACM-HEXB0385,Pcs,1.0,1
acme,ACM-HEXB0385,Carton,6.0,0
acme,ACM-HEXB0649,Pcs,1.0,1
acme,ACM-HEXB0649,Carton,6.0,0
acme,ACM-HEXB0235,Pcs,1.0,1
acme,ACM-HEXB0235,Carton,6.0,0
acme,ACM-PVCP0642,Length,1.0,1
acme,ACM-PVCP0099,Length,1.0,1
acme,ACM-PVCP0124,Length,1.0,1
acme,ACM-HEXB0219,Pcs,1.0,1
acme,ACM-HEXB0219,Carton,10.0,0
acme,ACM-BALL0057,Nos,1.0,1
acme,ACM-BALL0057,Carton,50.0,0
acme,ACM-HEXB0355,Pcs,1.0,1
acme,ACM-HEXB0355,Carton,100.0,0
acme,ACM-SAFE0543,Nos,1.0,1
acme,ACM-SAFE0543,Carton,6.0,0
acme,ACM-HOSE0367,Pcs,1.0,1
acme,ACM-HOSE0367,Carton,24.0,0
acme,ACM-BALL0890,Nos,1.0,1
acme,ACM-BALL0890,Carton,12.0,0
acme,ACM-ANGL0828,Packet,1.0,1
acme,ACM-ANGL0828,Carton,10.0,0
acme,ACM-NITR0973,Box,1.0,1
acme,ACM-BALL0836,Nos,1.0,1
acme,ACM-BALL0836,Carton,12.0,0
acme,ACM-HEXB0194,Pcs,1.0,1
acme,ACM-HEXB0194,Carton,100.0,0
acme,ACM-HEXB0867,Pcs,1.0,1
acme,ACM-HEXB0867,Carton,50.0,0
acme,ACM-HEXB0437,Pcs,1.0,1
acme,ACM-HEXB0437,Carton,6.0,0
acme,ACM-SELF0072,Packet,1.0,1
acme,ACM-SELF0072,Carton,10.0,0
acme,ACM-MASK0282,Roll,1.0,1
acme,ACM-MASK0282,Carton,6.0,0
acme,ACM-SAFE0920,Nos,1.0,1
acme,ACM-SAFE0920,Carton,6.0,0
acme,ACM-PVCP0295,Length,1.0,1
acme,ACM-SELF0995,Packet,1.0,1
acme,ACM-SELF0995,Carton,6.0,0
acme,ACM-ANGL0940,Packet,1.0,1
acme,ACM-ANGL0940,Carton,12.0,0
acme,ACM-NITR0903-OLD,Box,1.0,1
acme,ACM-PVCP0134,Length,1.0,1
acme,ACM-MISC009,Nos,1.0,1
acme,ACM-HOSE0704,Pcs,1.0,1
acme,ACM-HOSE0704,Carton,50.0,0
acme,ACM-ANGL0672,Packet,1.0,1
acme,ACM-ANGL0672,Carton,6.0,0
acme,ACM-PVCP0192,Length,1.0,1
acme,ACM-HEXB0762-OLD,Pcs,1.0,1
acme,ACM-HEXB0762-OLD,Carton,50.0,0
acme,ACM-MASK0490,Roll,1.0,1
acme,ACM-MASK0490,Carton,12.0,0
acme,ACM-HEXB0426,Pcs,1.0,1
acme,ACM-HEXB0426,Carton,100.0,0
acme,ACM-CABL0864,Packet,1.0,1
acme,ACM-CABL0864,Carton,50.0,0
acme,ACM-HOSE0911-OLD,Pcs,1.0,1
acme,ACM-HOSE0911-OLD,Carton,12.0,0
acme,ACM-BALL0623,Nos,1.0,1
acme,ACM-BALL0623,Carton,12.0,0
acme,ACM-CABL0239,Packet,1.0,1
acme,ACM-CABL0239,Carton,6.0,0
acme,ACM-PVCP0200,Length,1.0,1
acme,ACM-HOSE1094,Pcs,1.0,1
acme,ACM-HOSE1094,Carton,12.0,0
acme,ACM-SAFE0779,Nos,1.0,1
acme,ACM-SAFE0779,Carton,50.0,0
acme,ACM-ANGL0815,Packet,1.0,1
acme,ACM-ANGL0815,Carton,12.0,0
acme,ACM-CABL0455,Packet,1.0,1
acme,ACM-CABL0455,Carton,50.0,0
acme,ACM-HEXB0445,Pcs,1.0,1
acme,ACM-HEXB0445,Carton,50.0,0
acme,ACM-SELF0105-OLD,Packet,1.0,1
acme,ACM-SELF0105-OLD,Carton,10.0,0
acme,ACM-SELF0349,Packet,1.0,1
acme,ACM-SELF0349,Carton,6.0,0
acme,ACM-WALL0308,Packet,1.0,1
acme,ACM-WALL0308,Carton,24.0,0
acme,ACM-MASK0475,Roll,1.0,1
acme,ACM-MASK0475,Carton,6.0,0
acme,ACM-PVCP0796,Length,1.0,1
acme,ACM-BALL0507,Nos,1.0,1
acme,ACM-BALL0507,Carton,100.0,0
acme,ACM-NITR0027,Box,1.0,1
acme,ACM-SELF0090,Packet,1.0,1
acme,ACM-SELF0090,Carton,12.0,0
acme,ACM-BALL0849,Nos,1.0,1
acme,ACM-BALL0849,Carton,12.0,0
acme,ACM-NITR0339,Box,1.0,1
acme,ACM-ANGL0598,Packet,1.0,1
acme,ACM-ANGL0598,Carton,100.0,0
acme,ACM-GIWI0026,Kg,1.0,1
acme,ACM-PVCP0937,Length,1.0,1
acme,ACM-BALL0011,Nos,1.0,1
acme,ACM-BALL0011,Carton,10.0,0
acme,ACM-CABL0752,Packet,1.0,1
acme,ACM-CABL0752,Carton,6.0,0
acme,ACM-GIWI1005,Kg,1.0,1
acme,ACM-HEXB0273,Pcs,1.0,1
acme,ACM-HEXB0273,Carton,12.0,0
acme,ACM-CABL0259,Packet,1.0,1
acme,ACM-CABL0259,Carton,24.0,0
acme,ACM-HEXB0115,Pcs,1.0,1
acme,ACM-HEXB0115,Carton,6.0,0
acme,ACM-NITR0536,Box,1.0,1
acme,ACM-HEXB0832,Pcs,1.0,1
acme,ACM-HEXB0832,Carton,6.0,0
acme,ACM-HOSE0605,Pcs,1.0,1
acme,ACM-HOSE0605,Carton,50.0,0
acme,ACM-SELF0669,Packet,1.0,1
acme,ACM-SELF0669,Carton,24.0,0
acme,ACM-CABL0805,Packet,1.0,1
acme,ACM-CABL0805,Carton,100.0,0
acme,ACM-HEXB0534,Pcs,1.0,1
acme,ACM-HEXB0534,Carton,6.0,0
acme,ACM-HEXB0844,Pcs,1.0,1
acme,ACM-HEXB0844,Carton,6.0,0
acme,ACM-NITR0460,Box,1.0,1
acme,ACM-WALL1041,Packet,1.0,1
acme,ACM-WALL1041,Carton,12.0,0
acme,ACM-GIWI0197,Kg,1.0,1
acme,ACM-BALL0831,Nos,1.0,1
acme,ACM-BALL0831,Carton,100.0,0
acme,ACM-HEXB0228,Pcs,1.0,1
acme,ACM-HEXB0228,Carton,24.0,0
acme,ACM-PVCP0142,Length,1.0,1
acme,ACM-SELF0504,Packet,1.0,1
acme,ACM-SELF0504,Carton,6.0,0
acme,ACM-HOSE1052,Pcs,1.0,1
acme,ACM-HOSE1052,Carton,10.0,0
acme,ACM-BALL0778,Nos,1.0,1
acme,ACM-BALL0778,Carton,100.0,0
acme,ACM-GIWI0515,Kg,1.0,1
acme,ACM-PVCP0501,Length,1.0,1
acme,ACM-HEXB0658,Pcs,1.0,1
acme,ACM-HEXB0658,Carton,24.0,0
acme,ACM-WALL0175,Packet,1.0,1
acme,ACM-WALL0175,Carton,10.0,0
acme,ACM-HEXB0277,Pcs,1.0,1
acme,ACM-HEXB0277,Carton,12.0,0
acme,ACM-MASK0887,Roll,1.0,1
acme,ACM-MASK0887,Carton,50.0,0
acme,ACM-GIWI0652,Kg,1.0,1
acme,ACM-SAFE0749,Nos,1.0,1
acme,ACM-SAFE0749,Carton,12.0,0
acme,ACM-HEXB0379,Pcs,1.0,1
acme,ACM-HEXB0379,Carton,12.0,0
acme,ACM-NITR0497,Box,1.0,1
acme,ACM-MASK0237,Roll,1.0,1
acme,ACM-MASK0237,Carton,12.0,0
acme,ACM-HEXB0759,Pcs,1.0,1
acme,ACM-HEXB0759,Carton,100.0,0
acme,ACM-MISC005,Nos,1.0,1
acme,ACM-GIWI0218,Kg,1.0,1
acme,ACM-WALL0065,Packet,1.0,1
acme,ACM-WALL0065,Carton,24.0,0
acme,ACM-CABL0156,Packet,1.0,1
acme,ACM-CABL0156,Carton,6.0,0
acme,ACM-NITR0122,Box,1.0,1
acme,ACM-SAFE0299,Nos,1.0,1
acme,ACM-SAFE0299,Carton,24.0,0
acme,ACM-PVCP0009,Length,1.0,1
acme,ACM-PVCP1075,Length,1.0,1
acme,ACM-HEXB0298,Pcs,1.0,1
acme,ACM-HEXB0298,Carton,24.0,0
acme,ACM-HEXB0708,Pcs,1.0,1
acme,ACM-HEXB0708,Carton,100.0,0
acme,ACM-PVCP0537,Length,1.0,1
acme,ACM-ANGL1090,Packet,1.0,1
acme,ACM-ANGL1090,Carton,6.0,0
acme,ACM-PVCP1009,Length,1.0,1
acme,ACM-HEXB0310,Pcs,1.0,1
acme,ACM-HEXB0310,Carton,10.0,0
acme,ACM-HEXB0431,Pcs,1.0,1
acme,ACM-HEXB0431,Carton,6.0,0
acme,ACM-SELF0108,Packet,1.0,1
acme,ACM-SELF0108,Carton,12.0,0
acme,ACM-SAFE0984,Nos,1.0,1
acme,ACM-SAFE0984,Carton,50.0,0
acme,ACM-GIWI0897,Kg,1.0,1
acme,ACM-SAFE0829,Nos,1.0,1
acme,ACM-SAFE0829,Carton,50.0,0
acme,ACM-CABL0161,Packet,1.0,1
acme,ACM-CABL0161,Carton,100.0,0
acme,ACM-CABL0461,Packet,1.0,1
acme,ACM-CABL0461,Carton,24.0,0
acme,ACM-PVCP0570,Length,1.0,1
acme,ACM-SAFE0393,Nos,1.0,1
acme,ACM-SAFE0393,Carton,6.0,0
acme,ACM-HEXB0860,Pcs,1.0,1
acme,ACM-HEXB0860,Carton,10.0,0
acme,ACM-PVCP0691,Length,1.0,1
acme,ACM-BALL0735,Nos,1.0,1
acme,ACM-BALL0735,Carton,50.0,0
acme,ACM-SAFE0375,Nos,1.0,1
acme,ACM-SAFE0375,Carton,6.0,0
acme,ACM-HEXB0319,Pcs,1.0,1
acme,ACM-HEXB0319,Carton,24.0,0
acme,ACM-NITR0362,Box,1.0,1
acme,ACM-MASK0600,Roll,1.0,1
acme,ACM-MASK0600,Carton,6.0,0
acme,ACM-CABL0312,Packet,1.0,1
acme,ACM-CABL0312,Carton,12.0,0
acme,ACM-CABL0549,Packet,1.0,1
acme,ACM-CABL0549,Carton,100.0,0
acme,ACM-MASK0032,Roll,1.0,1
acme,ACM-MASK0032,Carton,24.0,0
acme,ACM-PVCP0119,Length,1.0,1
acme,ACM-PVCP0625,Length,1.0,1
acme,ACM-HEXB0433,Pcs,1.0,1
acme,ACM-HEXB0433,Carton,100.0,0
acme,ACM-SELF0766,Packet,1.0,1
acme,ACM-SELF0766,Carton,24.0,0
acme,ACM-BALL0688,Nos,1.0,1
acme,ACM-BALL0688,Carton,12.0,0
acme,ACM-ANGL0335,Packet,1.0,1
acme,ACM-ANGL0335,Carton,50.0,0
acme,ACM-HEXB0238,Pcs,1.0,1
acme,ACM-HEXB0238,Carton,24.0,0
acme,ACM-BALL0168,Nos,1.0,1
acme,ACM-BALL0168,Carton,10.0,0
acme,ACM-ANGL0858,Packet,1.0,1
acme,ACM-ANGL0858,Carton,6.0,0
acme,ACM-SELF0247,Packet,1.0,1
acme,ACM-SELF0247,Carton,24.0,0
acme,ACM-MASK0629,Roll,1.0,1
acme,ACM-MASK0629,Carton,12.0,0
acme,ACM-CABL0452,Packet,1.0,1
acme,ACM-CABL0452,Carton,6.0,0
acme,ACM-SAFE0360,Nos,1.0,1
acme,ACM-SAFE0360,Carton,6.0,0
acme,ACM-CABL1031,Packet,1.0,1
acme,ACM-CABL1031,Carton,10.0,0
acme,ACM-HEXB0723,Pcs,1.0,1
acme,ACM-HEXB0723,Carton,6.0,0
acme,ACM-PVCP0131,Length,1.0,1
acme,ACM-GIWI0621,Kg,1.0,1
acme,ACM-ANGL0303,Packet,1.0,1
acme,ACM-ANGL0303,Carton,6.0,0
acme,ACM-HEXB0783,Pcs,1.0,1
acme,ACM-HEXB0783,Carton,6.0,0
acme,ACM-CABL0689,Packet,1.0,1
acme,ACM-CABL0689,Carton,100.0,0
acme,ACM-CABL0733,Packet,1.0,1
acme,ACM-CABL0733,Carton,100.0,0
acme,ACM-PVCP0126,Length,1.0,1
acme,ACM-HOSE1069,Pcs,1.0,1
acme,ACM-HOSE1069,Carton,24.0,0
acme,ACM-MASK0307,Roll,1.0,1
acme,ACM-MASK0307,Carton,12.0,0
acme,ACM-SELF0681,Packet,1.0,1
acme,ACM-SELF0681,Carton,6.0,0
acme,ACM-NITR0351,Box,1.0,1
acme,ACM-PVCP0923,Length,1.0,1
acme,ACM-HEXB0236,Pcs,1.0,1
acme,ACM-HEXB0236,Carton,12.0,0
acme,ACM-HEXB0848,Pcs,1.0,1
acme,ACM-HEXB0848,Carton,24.0,0
acme,ACM-MASK0434,Roll,1.0,1
acme,ACM-MASK0434,Carton,6.0,0
acme,ACM-GIWI0179,Kg,1.0,1
acme,ACM-PVCP0048,Length,1.0,1
acme,ACM-HEXB0517,Pcs,1.0,1
acme,ACM-HEXB0517,Carton,6.0,0
acme,ACM-ANGL1036,Packet,1.0,1
acme,ACM-ANGL1036,Carton,50.0,0
acme,ACM-PVCP0138,Length,1.0,1
acme,ACM-PVCP0739,Length,1.0,1
acme,ACM-GIWI0097,Kg,1.0,1
acme,ACM-BALL0525,Nos,1.0,1
acme,ACM-BALL0525,Carton,12.0,0
acme,ACM-GIWI0557,Kg,1.0,1
acme,ACM-CABL1057,Packet,1.0,1
acme,ACM-CABL1057,Carton,10.0,0
acme,ACM-PVCP1046,Length,1.0,1
acme,ACM-HOSE0467,Pcs,1.0,1
acme,ACM-HOSE0467,Carton,10.0,0
acme,ACM-BALL0132,Nos,1.0,1
acme,ACM-BALL0132,Carton,50.0,0
acme,ACM-HOSE0593,Pcs,1.0,1
acme,ACM-HOSE0593,Carton,10.0,0
acme,ACM-WALL0736,Packet,1.0,1
acme,ACM-WALL0736,Carton,50.0,0
acme,ACM-NITR0768,Box,1.0,1
acme,ACM-BALL0154,Nos,1.0,1
acme,ACM-BALL0154,Carton,100.0,0
acme,ACM-HEXB0542,Pcs,1.0,1
acme,ACM-HEXB0542,Carton,50.0,0
acme,ACM-PVCP0640,Length,1.0,1
acme,ACM-CABL0340,Packet,1.0,1
acme,ACM-CABL0340,Carton,10.0,0
acme,ACM-PVCP1091,Length,1.0,1
acme,ACM-SELF0043,Packet,1.0,1
acme,ACM-SELF0043,Carton,50.0,0
acme,ACM-CABL0654,Packet,1.0,1
acme,ACM-CABL0654,Carton,10.0,0
acme,ACM-CABL1035,Packet,1.0,1
acme,ACM-CABL1035,Carton,12.0,0
acme,ACM-MISC006,Nos,1.0,1
acme,ACM-BALL0289,Nos,1.0,1
acme,ACM-BALL0289,Carton,10.0,0
acme,ACM-ANGL0788,Packet,1.0,1
acme,ACM-ANGL0788,Carton,6.0,0
acme,ACM-ANGL0051,Packet,1.0,1
acme,ACM-ANGL0051,Carton,24.0,0
acme,ACM-WALL0324,Packet,1.0,1
acme,ACM-WALL0324,Carton,24.0,0
acme,ACM-CABL0353,Packet,1.0,1
acme,ACM-CABL0353,Carton,6.0,0
acme,ACM-CABL0885,Packet,1.0,1
acme,ACM-CABL0885,Carton,6.0,0
acme,ACM-MASK0163,Roll,1.0,1
acme,ACM-MASK0163,Carton,12.0,0
acme,ACM-BALL0241,Nos,1.0,1
acme,ACM-BALL0241,Carton,12.0,0
acme,ACM-BALL0493,Nos,1.0,1
acme,ACM-BALL0493,Carton,100.0,0
acme,ACM-NITR0470,Box,1.0,1
acme,ACM-WALL0039,Packet,1.0,1
acme,ACM-WALL0039,Carton,6.0,0
acme,ACM-WALL0535,Packet,1.0,1
acme,ACM-WALL0535,Carton,6.0,0
acme,ACM-GIWI0430,Kg,1.0,1
acme,ACM-SELF0304,Packet,1.0,1
acme,ACM-SELF0304,Carton,10.0,0
acme,ACM-PVCP0616,Length,1.0,1
acme,ACM-MASK0478,Roll,1.0,1
acme,ACM-MASK0478,Carton,10.0,0
acme,ACM-CABL0407,Packet,1.0,1
acme,ACM-CABL0407,Carton,12.0,0
acme,ACM-BALL0827,Nos,1.0,1
acme,ACM-BALL0827,Carton,50.0,0
acme,ACM-HEXB0632,Pcs,1.0,1
acme,ACM-HEXB0632,Carton,6.0,0
acme,ACM-MASK0553,Roll,1.0,1
acme,ACM-MASK0553,Carton,50.0,0
acme,ACM-SELF0416,Packet,1.0,1
acme,ACM-SELF0416,Carton,10.0,0
acme,ACM-NITR0960,Box,1.0,1
acme,ACM-HEXB0268,Pcs,1.0,1
acme,ACM-HEXB0268,Carton,24.0,0
