tenant,customer_id,customer_sku,item_code,customer_description,valid_from,valid_to,source,confidence
acme,CUST-006,006216604,ACM-SELF0079,"STALLION DRILLING SCREW #12 X 2"" PLATED",2026-01-01,,confirmed_order,0.72
nordic,CUST-007,NRD-CHIC0370,NRD-CHIC0396,halberg chicken breast strips 2kg,2026-01-01,,confirmed_order,0.72
acme,CUST-008,008470784,ACM-HEXB0415,vermont hex m6x50 stainless 316,2026-01-01,,inferred_match,0.72
acme,CUST-007,007921497,ACM-HEXB0893,hex bolt m8x50 hdg,2026-01-01,,confirmed_order,0.72
acme,CUST-002,002979061,ACM-WALL0184,Bosco Wall Plug Red,2026-01-01,,confirmed_order,0.55
nordic,CUST-003,003362790,NRD-BEEF0343,NORDVIK BEEF PATTY 100G,2026-01-01,,inferred_match,1.0
acme,CUST-001,001131184,ACM-PVCP0260,Pipe 50Mm C,2026-01-01,,inferred_match,1.0
nordic,CUST-006,006139697,NRD-WHIP0334,beef patty 200g 12s,2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-008,008690589,ACM-ANGL0020,"hitex angle grinder 7""",2026-01-01,,manual_import,0.72
acme,CUST-008,008560921,ACM-SELF0777,DRILLING SCREW 410,2026-01-01,,manual_import,0.72
acme,CUST-003,003207753,ACM-HEXB0572,hex m8x30 hdg,2026-01-01,,confirmed_order,0.55
acme,CUST-003,003585348,ACM-HEXB0479,stallion hex bolt m6x30 hdg,2026-01-01,,confirmed_order,1.0
nordic,CUST-004,004053833,NRD-SQUI0071,squid ring breaded,2026-01-01,,confirmed_order,0.72
acme,CUST-006,006274793,ACM-HEXB0826,SAFETY HELMET YELLOW STANDARD,2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-007,007083112,ACM-HEXB0350,HEX M10X75 304,2026-01-01,,manual_import,1.0
nordic,CUST-005,005078026,NRD-VANI0327-OLD,Vanilla Ice Cream Tub 4L,2026-01-01,,manual_import,1.0
acme,CUST-008,008478198,ACM-SELF0696,"bosco self drilling screw #10 1-1/2"" plated",2026-01-01,,confirmed_order,1.0
acme,CUST-008,008098257,ACM-HEXB0759,Bosco Hex Bolt M6X30 304,2026-01-01,,inferred_match,0.55
acme,CUST-007,007643291,ACM-HEXB0769,kanto hex bolt m6x50 316,2026-01-01,,inferred_match,1.0
acme,CUST-006,006048731,ACM-NITR0934,Stallion Nitrile Glove Blue,2026-01-01,,confirmed_order,0.72
nordic,CUST-003,003906623,NRD-BEEF0131,HALBERG BEEF 100G 24S,2026-01-01,,manual_import,0.55
nordic,CUST-007,007410924,NRD-BUTT0491-OLD,Halberg Butter Unsalted Sheet 250g,2026-01-01,,manual_import,1.0
nordic,CUST-005,005346139,NRD-BEEF0235,Nordvik Patty 12S,2026-01-01,,inferred_match,0.72
acme,CUST-008,008390372,ACM-WALL0494,STALLION WALL PLUG 8MM BLUE,2026-01-01,,confirmed_order,0.55
acme,CUST-006,006639541,ACM-BALL0612,"ball 1/2"" brass",2026-01-01,,manual_import,0.55
acme,CUST-003,003793659,ACM-MASK0931,"ANGLE DISC 7"" GRINDING",2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-007,007771127,ACM-MASK0286,Tolsen Masking Tape Temp,2026-01-01,,inferred_match,0.72
acme,CUST-001,001031846,ACM-PVCP0755,tolsen pipe class,2026-01-01,,manual_import,0.55
acme,CUST-005,005327586,ACM-PVCP1055B,Pvc 50Mm D (Bulk),2026-01-01,,inferred_match,0.72
acme,CUST-006,006534373,ACM-WALL0679,vermont wall 6mm brown,2026-01-01,,inferred_match,0.55
acme,CUST-005,005768221,ACM-WALL0065,hitex wall plug 10mm red,2026-01-01,,confirmed_order,1.0
nordic,CUST-004,004263645,NRD-MOZZ0458,SISU MOZZARELLA,2026-01-01,,inferred_match,0.55
nordic,CUST-002,002301884,NRD-PRAW0291,Sisu Prawn 2Kg,2026-01-01,,manual_import,1.0
nordic,CUST-002,002711487,NRD-PUFF0281,Halberg Puff Pastry Block,2026-01-01,,confirmed_order,0.72
nordic,CUST-008,008893275,NRD-BEEF0407,NORDVIK PATTY 150G 48S,2026-01-01,,confirmed_order,0.72
acme,CUST-007,007528994,ACM-HEXB1020,TOLSEN STAINLESS,2026-01-01,,inferred_match,1.0
nordic,CUST-005,005313500,NRD-POTA0485,nordvik fries 7mm 1kg,2026-01-01,,confirmed_order,0.72
nordic,CUST-002,002527572,NRD-BEEF0259,Beef Patty 200G,2026-01-01,,inferred_match,1.0
acme,CUST-007,007287948,ACM-BALL0011,Bosco Ball Valve,2026-01-01,,manual_import,0.55
nordic,CUST-005,005028077,NRD-VANI0257,GOLDEN PANTRY CREAM 4L,2026-01-01,,confirmed_order,1.0
acme,CUST-006,006940433,ACM-CABL0833,kanto tie 100mm black,2026-01-01,,manual_import,1.0
acme,CUST-004,004865224,ACM-NITR0293,TOLSEN NITRILE GLOVE S BLUE,2026-01-01,,inferred_match,0.72
nordic,CUST-003,003608869,NRD-SALM0201,salmon fillet side 1kg,2026-01-01,,inferred_match,0.72
acme,CUST-005,005423333,ACM-HEXB0298,bosco bolt m8x50 stainless 304,2026-01-01,,inferred_match,1.0
nordic,CUST-005,005456611,NRD-PRAW0198,NORDVIK PRAWN 16/20 1KG,2026-01-01,,inferred_match,1.0
nordic,CUST-003,003324580,NRD-BUTT0047,nordvik butter sheet 250g,2026-01-01,,manual_import,0.55
acme,CUST-002,002469423,ACM-GIWI0097,Clip 19-25Mm Zinc,2026-01-01,2026-03-31,manual_import,0.72
nordic,CUST-005,005564748,NRD-BEEF0407,BEEF 150G 48S,2026-01-01,,manual_import,0.55
nordic,CUST-002,002459982,NRD-WHIP0069,sisu whipping 35%,2026-01-01,,confirmed_order,0.72
acme,CUST-004,004695541,ACM-HOSE0180,REMAX HOSE 13-19MM SS304,2026-01-01,,manual_import,1.0
acme,CUST-002,002085847,ACM-SELF0681,"Stallion Self Drilling X 1""",2026-01-01,,manual_import,1.0
acme,CUST-008,008949295,ACM-NITR1001,vermont nitrile glove l black,2026-01-01,,confirmed_order,1.0
acme,CUST-001,001997165,ACM-HOSE0953,Hose Clip,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007687228,ACM-MASK0839,Masking Tape 12Mm High Temp,2026-01-01,,inferred_match,0.55
acme,CUST-008,008056932,ACM-GIWI0505,remax wire #14 drawn,2026-01-01,,inferred_match,1.0
acme,CUST-005,005432750,ACM-HEXB0333,remax hex m8x30 304,2026-01-01,,confirmed_order,1.0
acme,CUST-002,002774071,ACM-SELF0149,self drilling screw #8,2026-01-01,,inferred_match,1.0
nordic,CUST-007,007894556,NRD-CHIC0153,CAPE BAY BREAST WHOLE 10KG,2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003827800,NRD-PUFF0297-OLD,Sisu Block 2kg,2026-01-01,,manual_import,1.0
nordic,CUST-008,008343859,NRD-POTA0377,bay potato fries wedge,2026-01-01,,confirmed_order,0.72
nordic,CUST-005,005087355,NRD-BUTT0003,fjordal butter unsalted block 250g,2026-01-01,,confirmed_order,0.55
acme,CUST-007,007467889,ACM-HEXB0759,BOSCO HEX 304,2026-01-01,,manual_import,1.0
acme,CUST-007,007830589,ACM-CABL0096,hitex cable tie 370mm natural,2026-01-01,,manual_import,0.55
acme,CUST-007,007624930,ACM-HOSE0367,remax hose clip 38-50mm,2026-01-01,,inferred_match,1.0
acme,CUST-001,001534384,ACM-SELF0105-OLD,"Stallion Self Drilling Screw x 1-1/2"" Stainless",2026-01-01,,manual_import,1.0
nordic,CUST-001,001977863,NRD-PRAW0461,1kg,2026-01-01,,confirmed_order,0.72
acme,CUST-006,006949778,ACM-NITR0027,nitrile black,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003906029,ACM-HEXB1033,remax hex bolt m10x75 hdg,2026-01-01,,confirmed_order,0.55
acme,CUST-001,001614445,ACM-NITR0881,kanto,2026-01-01,,manual_import,0.72
acme,CUST-007,007849585,ACM-HEXB0877,Vermont Hex M10X75 304,2026-01-01,,manual_import,0.72
acme,CUST-001,001476817,ACM-GIWI0218,Bosco #18,2026-01-01,,inferred_match,1.0
acme,CUST-007,007106585,ACM-SELF0636,vermont self #8 zinc plated,2026-01-01,,manual_import,0.72
nordic,CUST-008,008827086,NRD-FULL0104,FULL CREAM MILK FRESH,2026-01-01,,manual_import,1.0
acme,CUST-001,001795500,ACM-HEXB0743-OLD,Vermont Bolt M8x30 Stainless,2026-01-01,,manual_import,1.0
nordic,CUST-003,003047358,NRD-SALM0413,SISU SALMON TRIM,2026-01-01,,confirmed_order,1.0
acme,CUST-001,001279497,ACM-PVCP0609,Vermont Pvc Pipe D,2026-01-01,,manual_import,1.0
acme,CUST-004,004016226,ACM-BALL0904,"Ball Valve 2""",2026-01-01,,confirmed_order,0.72
nordic,CUST-007,007617861,NRD-VANI0403,HALBERG ICE CREAM TUB 1L,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008311074,NRD-CHIC0036,halberg,2026-01-01,,confirmed_order,1.0
acme,CUST-001,001485735,ACM-GIWI0652,Bosco Wire #16,2026-01-01,,manual_import,0.55
nordic,CUST-007,007184961,NRD-PUFF0078-OLD,Nordvik,2026-01-01,,manual_import,1.0
acme,CUST-007,007520470,ACM-SAFE0819,Helmet Blue Ratchet,2026-01-01,,manual_import,0.72
nordic,CUST-005,005428037,NRD-SALM0094,FJORDAL SALMON FILLET SIDE,2026-01-01,,inferred_match,1.0
acme,CUST-002,002764203,ACM-HEXB0764,REMAX HEX BOLT STAINLESS 304,2026-01-01,,manual_import,0.72
acme,CUST-002,002691894,ACM-WALL0705,TOLSEN 10MM BROWN,2026-01-01,,inferred_match,1.0
nordic,CUST-004,004046182,NRD-PUFF0296,Nordvik Puff Pastry Block 5Kg,2026-01-01,,manual_import,1.0
acme,CUST-003,003521570,ACM-SAFE0984,REMAX SAFETY HELMET YELLOW STANDARD,2026-01-01,,manual_import,0.72
acme,CUST-002,002871380,ACM-GIWI0961,Remax Gi Wire #18 Hard,2026-01-01,,confirmed_order,0.72
acme,CUST-008,008006173,ACM-SELF0813,"REMAX SELF DRILLING SCREW #12 X 2"" ZINC PLATED",2026-01-01,,inferred_match,1.0
acme,CUST-002,002566831,ACM-HEXB0266,vermont hex bolt m12x60 stainless 316,2026-01-01,,manual_import,0.72
acme,CUST-006,006203762,ACM-HOSE0823,Hitex Hose 19-25Mm Zinc,2026-01-01,,confirmed_order,0.72
acme,CUST-005,005668750,ACM-NITR0172,remax glove m blue,2026-01-01,,inferred_match,0.72
acme,CUST-006,006223813,ACM-ANGL0303,"BOSCO 4.5""",2026-01-01,,inferred_match,1.0
nordic,CUST-008,008731131,NRD-BEEF0241,halberg patty 100g 12s,2026-01-01,,inferred_match,1.0
acme,CUST-004,004449721,ACM-HEXB0870,bolt m6x30 hdg,2026-01-01,,inferred_match,1.0
nordic,CUST-002,002347330,NRD-PRAW0362,Cape 1Kg,2026-01-01,,manual_import,1.0
acme,CUST-008,008538522,ACM-GIWI0663,kanto gi #16 hard drawn,2026-01-01,,confirmed_order,0.55
acme,CUST-001,001591022,ACM-WALL0638,WALL PLUG,2026-01-01,,inferred_match,0.55
acme,CUST-006,006638022,ACM-SELF0302,REMAX SELF SCREW #10 X STAINLESS 410,2026-01-01,,manual_import,1.0
nordic,CUST-001,001067354,NRD-SALM0473,Pantry Fillet 1Kg,2026-01-01,,confirmed_order,0.72
acme,CUST-002,002464543,ACM-CABL0744,CABLE TIE 450MM WHITE,2026-01-01,,confirmed_order,1.0
nordic,CUST-001,001599350,NRD-BUTT0196,Fjordal Butter Sheet 5Kg,2026-01-01,,inferred_match,0.55
acme,CUST-007,007852275,ACM-BALL0073,"Remax Ball Valve 1/2"" Ss304",2026-01-01,,inferred_match,1.0
acme,CUST-005,005264918,ACM-PVCP0164,PIPE 20MM D,2026-01-01,,inferred_match,0.72
nordic,CUST-002,002771382,NRD-POTA0017,Potato Fries 10Mm 1Kg,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007674812,ACM-HOSE1014,Remax Hose Clip 19-25Mm Zinc,2026-01-01,,inferred_match,0.72
acme,CUST-001,001722076,ACM-ANGL0886-OLD,"Kanto Angle Grinder Disc 7"" Grinding",2026-01-01,,manual_import,1.0
nordic,CUST-005,005058036,NRD-PUFF0222,SISU PUFF PASTRY SHEET,2026-01-01,,confirmed_order,0.55
acme,CUST-006,006491992,ACM-PVCP0614,Bosco Pipe 20Mm Class,2026-01-01,,inferred_match,0.55
acme,CUST-004,004198351,ACM-HEXB0139,HEX BOLT,2026-01-01,,inferred_match,0.55
acme,CUST-001,001959523,ACM-ANGL0886-OLD,"Disc 7"" Grinding",2026-01-01,,manual_import,1.0
nordic,CUST-004,004746404,NRD-MOZZ0205,MOZZARELLA 2KG,2026-01-01,,inferred_match,1.0
nordic,CUST-005,005070778,NRD-SQUI0022,Fjordal Squid Ring 1Kg,2026-01-01,,manual_import,1.0
acme,CUST-003,003154993,ACM-HOSE0911-OLD,Tolsen Hose Clip SS304,2026-01-01,,manual_import,1.0
nordic,CUST-005,005398398,NRD-SALM0079,GOLDEN PANTRY SALMON FILLET SIDE,2026-01-01,,inferred_match,0.72
nordic,CUST-004,004351359,NRD-POTA0309,Cape Bay 10Mm 1Kg,2026-01-01,,manual_import,0.55
acme,CUST-005,005900453,ACM-HEXB0781,Stallion M10X75 Stainless 316,2026-01-01,,confirmed_order,0.55
acme,CUST-001,001833722,ACM-HOSE0531,HOSE CLIP 38-50MM SS304,2026-01-01,,confirmed_order,0.72
nordic,CUST-001,001277511,NRD-PUFF0125,golden puff pastry sheet 1kg,2026-01-01,,confirmed_order,0.55
nordic,CUST-007,007178946,NRD-WHIP0011,CAPE BAY WHIPPING CREAM 1L,2026-01-01,,confirmed_order,1.0
acme,CUST-006,006363092,ACM-CABL0540,bosco cable tie 370mm natural,2026-01-01,,inferred_match,1.0
acme,CUST-001,001313524,ACM-BALL0213,BALL VALVE SS304,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008942847,NRD-CHIC0219,Bay Chicken Whole 1Kg,2026-01-01,,confirmed_order,0.55
acme,CUST-008,008942906,ACM-HEXB0273,bolt m10x75 hdg,2026-01-01,,manual_import,1.0
acme,CUST-006,006990858,ACM-MASK0698,Masking Tape 12Mm General,2026-01-01,,manual_import,0.72
nordic,CUST-006,006413663,NRD-BEEF0259-OLD,Fjordal Patty 200g 48s,2026-01-01,,manual_import,1.0
acme,CUST-006,006511359,ACM-BALL0812,TOLSEN HEX BOLT M10X75 316,2026-01-01,2026-03-31,manual_import,0.55
acme,CUST-006,006521101,ACM-BALL0954,"BALL VALVE 3/4""",2026-01-01,,inferred_match,0.72
nordic,CUST-005,005959497,NRD-PUFF0367,SISU PASTRY,2026-01-01,,manual_import,0.55
acme,CUST-002,002081794,ACM-SELF0746,kanto self drilling screw #12 x,2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003180304,NRD-MOZZ0110,cape bay 1kg,2026-01-01,,manual_import,0.55
acme,CUST-001,001407320,ACM-HEXB0932,Hitex Hex Bolt M12X60 Stainless 316,2026-01-01,,manual_import,0.55
acme,CUST-006,NRD-PVCP0755,ACM-MASK0698,stallion tape 12mm general,2026-01-01,,inferred_match,0.72
acme,CUST-002,002962104,ACM-PVCP0134,Bosco Pvc Pipe 25Mm,2026-01-01,,confirmed_order,0.55
acme,CUST-005,005052610,ACM-BALL0674,"Hitex Ball Valve 3/4""",2026-01-01,,confirmed_order,1.0
acme,CUST-007,007418578,ACM-PVCP0820,BOSCO CLASS C,2026-01-01,,confirmed_order,0.72
nordic,CUST-008,008006042,NRD-POTA0061,Halberg Potato Fries 7Mm 1Kg,2026-01-01,,inferred_match,1.0
nordic,CUST-005,005445605,NRD-CHIC0184,halberg whole,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008143902,ACM-PVCP0640B,15Mm D,2026-01-01,,confirmed_order,1.0
acme,CUST-005,005345695,ACM-BALL0346,"Kanto Valve 1-1/4""",2026-01-01,,confirmed_order,1.0
acme,CUST-002,002993596,ACM-HEXB0800,Hex Zinc Plated,2026-01-01,,manual_import,0.55
acme,CUST-004,004041373,ACM-WALL0140,Wall Plug 6Mm Brown,2026-01-01,,confirmed_order,0.72
nordic,CUST-006,006284601,NRD-BEEF0445,BAY PATTY 150G 48S,2026-01-01,,confirmed_order,1.0
acme,CUST-001,001254937,ACM-GIWI0897,GI DRAWN,2026-01-01,,manual_import,1.0
acme,CUST-006,006543831,ACM-ANGL0477,"Angle Grinder Disc 4.5"" Grinding",2026-01-01,,manual_import,1.0
nordic,CUST-005,005778836,NRD-CHIC0172,NORDVIK CHICKEN BREAST WHOLE,2026-01-01,,manual_import,0.55
acme,CUST-007,007853859,ACM-PVCP0755,pvc pipe c,2026-01-01,,manual_import,0.72
nordic,CUST-002,002084193,NRD-POTA0146,Golden Pantry Potato Fries Wedge 2.5Kg,2026-01-01,,manual_import,1.0
nordic,CUST-001,001209664,NRD-PRAW0141,Halberg 16/20,2026-01-01,,inferred_match,1.0
nordic,CUST-002,002457140,NRD-PUFF0316,Fjordal Puff Pastry Sheet 1Kg,2026-01-01,,manual_import,1.0
acme,CUST-001,001322915,ACM-CABL0055,TIE 370MM BLACK,2026-01-01,,inferred_match,0.72
acme,CUST-005,005493157,ACM-HEXB0445-OLD,Hitex Hex Bolt M6x30 HDG,2026-01-01,,manual_import,1.0
nordic,CUST-006,006087938,NRD-VANI0378,fjordal vanilla cream 6s,2026-01-01,,confirmed_order,0.72
acme,CUST-001,001592723,ACM-HOSE0711,REMAX HOSE CLIP SS304,2026-01-01,,manual_import,0.72
acme,CUST-005,005444160,ACM-HEXB0201,hex bolt stainless 316,2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003207325,NRD-PUFF0078-OLD,Nordvik Puff Pastry 5kg,2026-01-01,,manual_import,1.0
nordic,CUST-005,005549654,NRD-MOZZ0356,GOLDEN PANTRY MOZZARELLA 1KG,2026-01-01,,manual_import,1.0
nordic,CUST-004,004447729,NRD-PUFF0297,puff pastry block 2kg,2026-01-01,,manual_import,0.72
acme,CUST-006,006038310,ACM-MASK0338,hitex 48mm high temp,2026-01-01,,confirmed_order,0.72
nordic,CUST-007,007066637,NRD-FULL0174,Cream Milk Uht,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007170431,ACM-MASK0784,High Temp,2026-01-01,,manual_import,1.0
nordic,CUST-003,003119277,NRD-PRAW0099-OLD,Sisu 1kg,2026-01-01,,manual_import,1.0
nordic,CUST-001,001385510,NRD-SALM0142,nordvik salmon fillet portion 5kg,2026-01-01,,confirmed_order,0.72
acme,CUST-003,003467690,ACM-CABL0549,Tie 200Mm,2026-01-01,,inferred_match,0.55
acme,CUST-001,001963177,ACM-CABL0311,Stallion Cable,2026-01-01,,confirmed_order,0.55
acme,CUST-004,004600419,ACM-PVCP0466,PIPE 32MM CLASS E,2026-01-01,,confirmed_order,1.0
acme,CUST-005,005960076,ACM-ANGL0080,"Vermont Grinder 4.5""",2026-01-01,,confirmed_order,1.0
acme,CUST-001,001245731,ACM-GIWI0811-OLD,Vermont #18 Soft,2026-01-01,,manual_import,1.0
acme,CUST-006,006727335,ACM-BALL0827,"ball valve 1""",2026-01-01,,inferred_match,1.0
acme,CUST-003,003822530,ACM-MASK0713,MASKING TAPE 24MM,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007521035,ACM-WALL0114,WALL PLUG 6MM RED,2026-01-01,,confirmed_order,1.0
acme,CUST-005,005279113,ACM-HEXB0932,hex bolt m12x60 stainless 316,2026-01-01,,manual_import,1.0
acme,CUST-006,006866065,ACM-ANGL0942,"BOSCO GRINDER 5"" GRINDING",2026-01-01,,confirmed_order,1.0
acme,CUST-005,005726304,ACM-HOSE0046,Vermont Clip 38-50Mm Zinc,2026-01-01,,confirmed_order,1.0
acme,CUST-006,006024805,ACM-HEXB1099,STALLION M10X75 ZINC PLATED,2026-01-01,,confirmed_order,1.0
acme,CUST-005,005691640,ACM-NITR0487,stallion nitrile glove s black,2026-01-01,,manual_import,0.72
nordic,CUST-004,004004782,NRD-BEEF0423,CAPE BAY BEEF 48S,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007440552,ACM-CABL0657,CABLE TIE 100MM BLACK,2026-01-01,,manual_import,0.72
acme,CUST-006,006036614,ACM-WALL0047-OLD,Tolsen Wall Plug 10mm Blue,2026-01-01,,manual_import,1.0
nordic,CUST-005,005361312,NRD-VANI0190,CAPE BAY ICE CREAM CONE 4L,2026-01-01,,inferred_match,0.72
acme,CUST-003,003028598,ACM-MASK0183,Kanto Masking Tape 24Mm General,2026-01-01,,confirmed_order,0.72
nordic,CUST-006,006800756,NRD-SALM0441,CAPE BAY SALMON 1KG,2026-01-01,,manual_import,1.0
acme,CUST-007,007621574,ACM-ANGL1027,"angle grinder disc 4"" flap",2026-01-01,,confirmed_order,0.72
acme,CUST-005,005644118,ACM-PVCP0301,PVC PIPE 50MM E,2026-01-01,,manual_import,0.55
acme,CUST-007,007674812,ACM-ANGL0473,Remax Hose Clip 19-25Mm Zinc,2026-01-01,2026-03-31,manual_import,0.72
acme,CUST-004,004119495,ACM-BALL0601,"REMAX BALL VALVE 2"" BRASS",2026-01-01,,inferred_match,0.72
nordic,CUST-004,004941226,NRD-FULL0410,pantry full cream milk fresh,2026-01-01,,manual_import,0.55
acme,CUST-007,007303841,ACM-PVCP0732,pvc pipe 15mm class e,2026-01-01,,inferred_match,0.55
nordic,CUST-001,001843644,NRD-PRAW0009,SISU PRAWN 21/25 2KG,2026-01-01,,confirmed_order,0.55
acme,CUST-002,002717645,ACM-BALL0305,Bosco Valve Ss304,2026-01-01,,inferred_match,1.0
acme,CUST-001,001020684,ACM-HEXB0216,HEX BOLT M8X50 STAINLESS 304,2026-01-01,,confirmed_order,0.72
acme,CUST-004,004852475,ACM-WALL0002,bosco wall plug 6mm red,2026-01-01,,confirmed_order,1.0
nordic,CUST-002,002028134,NRD-SALM0076,FJORDAL SALMON FILLET TRIM 5KG,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008300803,ACM-GIWI0453,HITEX GI WIRE #20 HARD DRAWN,2026-01-01,,confirmed_order,0.72
nordic,CUST-001,001472233,NRD-CHIC0452,fjordal chicken whole 1kg,2026-01-01,,confirmed_order,1.0
nordic,CUST-002,002209510,NRD-FULL0147,HALBERG FULL CREAM MILK UHT,2026-01-01,,manual_import,0.55
acme,CUST-008,008028729,ACM-HEXB0873,bosco hex bolt,2026-01-01,,manual_import,1.0
acme,CUST-004,004013371,ACM-SAFE0474,vermont safety ratchet,2026-01-01,,inferred_match,0.55
acme,CUST-003,003823051,ACM-PVCP1072,Pvc Pipe 50Mm Class C,2026-01-01,,manual_import,1.0
acme,CUST-008,008866277,ACM-GIWI0789-OLD,Vermont GI Wire Hard Drawn,2026-01-01,,manual_import,1.0
acme,CUST-007,007817826,ACM-NITR0122,nitrile m black,2026-01-01,,inferred_match,1.0
nordic,CUST-003,003597677,NRD-SQUI0252,GOLDEN PANTRY SQUID RING 1KG,2026-01-01,,confirmed_order,0.55
acme,CUST-008,008707032,ACM-CABL0555,cable tie 100mm natural,2026-01-01,,manual_import,0.72
acme,CUST-002,002467475,ACM-GIWI0789-OLD,GI Wire #18 Hard Drawn,2026-01-01,,manual_import,1.0
nordic,CUST-002,002465504,NRD-SQUI0381,Squid Raw 2Kg,2026-01-01,,manual_import,0.72
acme,CUST-003,003516998,ACM-SAFE0725,Safety Helmet Standard,2026-01-01,,confirmed_order,0.55
acme,CUST-003,003782930,ACM-WALL0186,STALLION WALL PLUG 6MM BLUE,2026-01-01,,inferred_match,0.72
nordic,CUST-005,005423377,NRD-POTA0146,GOLDEN PANTRY POTATO FRIES WEDGE 2.5KG,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008325625,ACM-BALL0208,BALL PVC,2026-01-01,,confirmed_order,0.55
acme,CUST-007,007117104,ACM-BALL0346,"Ball 1-1/4"" Brass",2026-01-01,,confirmed_order,0.55
nordic,CUST-004,004598292,NRD-PUFF0258,nordvik puff pastry 2kg,2026-01-01,,inferred_match,0.55
nordic,CUST-001,001924554,NRD-MOZZ0054,mozzarella block 2kg,2026-01-01,,confirmed_order,0.72
nordic,CUST-005,005864911,NRD-SALM0124,cape bay fillet portion 3kg,2026-01-01,,confirmed_order,0.72
nordic,CUST-001,001989344,NRD-CHIC0380,GOLDEN CHICKEN 2KG,2026-01-01,,inferred_match,0.55
nordic,CUST-008,008444696,NRD-BUTT0179,Sisu Butter Sheet 250G,2026-01-01,,manual_import,0.55
nordic,CUST-002,002667723,NRD-CHIC0471,Nordvik Chicken Breast Strips,2026-01-01,,inferred_match,0.72
nordic,CUST-001,001355766,NRD-MOZZ0356,golden pantry mozzarella 1kg,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008553459,NRD-PRAW0040,NORDVIK PRAWN 21/25,2026-01-01,,confirmed_order,1.0
acme,CUST-004,004048384,ACM-HEXB0445-OLD,Hitex Bolt M6x30,2026-01-01,,manual_import,1.0
acme,CUST-008,008615916,ACM-HEXB0932,Hitex Hex Bolt Stainless,2026-01-01,,confirmed_order,1.0
nordic,CUST-006,006245293,NRD-MOZZ0446,halberg mozzarella shredded 1kg,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008077282,ACM-PVCP1054,stallion pvc 20mm c,2026-01-01,,confirmed_order,1.0
nordic,CUST-006,006906504,NRD-MOZZ0286,Halberg Mozzarella Diced 2Kg,2026-01-01,,confirmed_order,0.55
acme,CUST-007,007337275,ACM-CABL0843,Stallion Cable Tie 100Mm Natural,2026-01-01,,confirmed_order,0.72
acme,CUST-002,002489330,ACM-ANGL1022,Vermont Angle Grinder Disc Cutting,2026-01-01,,confirmed_order,0.55
acme,CUST-004,004404594,ACM-PVCP0616,Pvc 20Mm C,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003871081,ACM-NITR0586,hitex nitrile glove blue,2026-01-01,,inferred_match,0.55
acme,CUST-007,007111562,ACM-CABL0786,bosco cable tie,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007527437,ACM-HEXB0781,Hex Bolt M10X75 Stainless 316,2026-01-01,,confirmed_order,0.55
nordic,CUST-005,005578494,NRD-MOZZ0018,GOLDEN PANTRY MOZZARELLA 2KG,2026-01-01,,inferred_match,1.0
acme,CUST-006,006402725,ACM-CABL0287-OLD,Kanto Cable Tie Black,2026-01-01,,manual_import,1.0
acme,CUST-005,005844327,ACM-HEXB0491,hitex hex m6x30 stainless 316,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008874679,ACM-SELF0720,Stallion Drilling Screw #10 X 410,2026-01-01,,confirmed_order,1.0
acme,CUST-005,005005850,ACM-CABL0422,vermont cable 370mm natural,2026-01-01,,confirmed_order,0.72
nordic,CUST-008,008741364,NRD-WHIP0005,Whipping Cream 35% 1L,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003239500,ACM-HEXB0676,hitex bolt stainless 316,2026-01-01,,confirmed_order,0.55
nordic,CUST-006,006070918,NRD-BUTT0399,Cape Bay Unsalted Sheet 5Kg,2026-01-01,,confirmed_order,0.55
acme,CUST-005,005558030,ACM-BALL0154,"ball valve 1""",2026-01-01,,confirmed_order,0.72
nordic,CUST-006,006187354,NRD-MOZZ0170,GOLDEN PANTRY DICED 2KG,2026-01-01,,inferred_match,1.0
nordic,CUST-003,NRD-POTA0250,NRD-VANI0263,VANILLA CREAM TUB 6S,2026-01-01,,confirmed_order,0.72
acme,CUST-003,003250279,ACM-WALL1093,Vermont Wall Plug 6Mm Blue,2026-01-01,,manual_import,0.72
nordic,CUST-005,005957017,NRD-FULL0417,full cream fresh,2026-01-01,,manual_import,1.0
