item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
NRD-BUTT0108,Golden Pantry Butter Unsalted Block 5kg,"Butter Unsalted Block, pack: 5kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",928840075550,,0,0,69.62
NRD-SALM0074,Cape Bay Salmon Fillet Side 5kg,"Salmon Fillet Side, pack: 5kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",991504912084,,0,3,98.78
NRD-SALM0414,Nordvik Salmon Fillet Portion 3kg,"Salmon Fillet Portion, pack: 3kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,NOR340350,0,3,176.79
NRD-MOZZ0357,Nordvik Mozzarella Block 1kg,"Mozzarella Block, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",914887099891,NOR215085,0,3,276.98
NRD-BEEF0228,Sisu Beef Patty 150g 24s,"Beef Patty 150g, pack: 24s. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,150,441.33
NRD-MOZZ0346,Fjordal Mozzarella Diced 1kg,"Mozzarella Diced, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",975819578266,FJO350109,0,40,176.89
NRD-POTA0474,Sisu Potato Fries 7mm 2.5kg,"Potato Fries 7mm, pack: 2.5kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,SIS341553,0,900,126.26
NRD-PRAW0025,Cape Bay Prawn 16/20 1kg,"Prawn 16/20, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",902958717603,,0,0,49.18
NRD-BUTT0047,Nordvik Butter Unsalted Sheet 250g,"Butter Unsalted Sheet, pack: 250g. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,NOR862453,0,0,1.71
NRD-PRAW0308,Halberg Prawn 21/25 1kg,"Prawn 21/25, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",950507832316,,0,40,135.44
NRD-VANI0012,Halberg Vanilla Ice Cream Cone 1L,"Vanilla Ice Cream Cone, pack: 1L. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",967839223444,HAL604468,0,0,110.45
NRD-FULL0417,Sisu Full Cream Milk Fresh 1L,"Full Cream Milk Fresh, pack: 1L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",950933986928,SIS144993,0,900,112.85
NRD-SALM0154,Cape Bay Salmon Fillet Trim D 5kg,"Salmon Fillet Trim D, pack: 5kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",967521831617,CAP066326,0,0,377.76
NRD-VANI0327-OLD,Fjordal Vanilla Ice Cream Tub 4L,"Vanilla Ice Cream Tub, pack: 4L. Brand Fjordal. Sold per Nos. (superseded)",Fjordal,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,1,0,228.07
NRD-VANI0045,Halberg Vanilla Ice Cream Tub 4L,"Vanilla Ice Cream Tub, pack: 4L. Brand Halberg. Sold per Nos.",Halberg,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",965490127955,,0,0,16.12
NRD-BEEF0467,Fjordal Beef Patty 150g 12s,"Beef Patty 150g, pack: 12s. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,40,8.01
NRD-SQUI0149,Golden Pantry Squid Ring Raw 2kg,"Squid Ring Raw, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,40,210.92
NRD-BEEF0279,Halberg Beef Patty 200g 24s,"Beef Patty 200g, pack: 24s. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",940019287107,HAL287583,0,150,355.97
NRD-POTA0234,Golden Pantry Potato Fries Wedge 1kg,"Potato Fries Wedge, pack: 1kg. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,GOL680384,0,3,310.33
NRD-MOZZ0483,Nordvik Mozzarella Diced 2kg,"Mozzarella Diced, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",973031783870,NOR917608,0,3,55.26
NRD-CHIC0248,Sisu Chicken Breast Whole 5kg,"Chicken Breast Whole, pack: 5kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,359.39
NRD-SALM0319,Cape Bay Salmon Fillet Side 3kg,"Salmon Fillet Side, pack: 3kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",908910541605,,0,150,370.25
NRD-POTA0039,Nordvik Potato Fries Crinkle 1kg,"Potato Fries Crinkle, pack: 1kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,12,407.54
NRD-MISC001,DELIVERY FEE,,,All Items > Frozen > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
NRD-PUFF0340,Halberg Puff Pastry Sheet 5kg,"Puff Pastry Sheet, pack: 5kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,3,243.78
NRD-SALM0064,Sisu Salmon Fillet Portion 1kg,"Salmon Fillet Portion, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",995067535618,,0,900,426.31
NRD-PRAW0210,Halberg Prawn 31/40 2kg,"Prawn 31/40, pack: 2kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,HAL382232,0,0,303.35
NRD-PUFF0453,Cape Bay Puff Pastry Sheet 1kg,"Puff Pastry Sheet, pack: 1kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,CAP470445,0,12,334.41
NRD-BEEF0091,Sisu Beef Patty 200g 12s,"Beef Patty 200g, pack: 12s. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",978719739868,,0,900,304.2
NRD-CHIC0300,Sisu Chicken Breast Whole 2kg,"Chicken Breast Whole, pack: 2kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",956911617464,SIS282759,0,12,74.61
NRD-PRAW0247,Nordvik Prawn PDTO 1kg,"Prawn PDTO, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",941424768713,NOR255814,0,12,45.15
NRD-CHIC0168,Nordvik Chicken Breast Whole 1kg,"Chicken Breast Whole, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,301.89
NRD-SALM0207,Sisu Salmon Fillet Side 1kg,"Salmon Fillet Side, pack: 1kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,33.04
NRD-BUTT0421,Sisu Butter Unsalted Sheet 500g,"Butter Unsalted Sheet, pack: 500g. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,12,435.28
NRD-PRAW0040,Nordvik Prawn 21/25 2kg,"Prawn 21/25, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",933821253006,NOR764729,0,900,79.67
NRD-MOZZ0487,Nordvik Mozzarella Shredded 2kg,"Mozzarella Shredded, pack: 2kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,77.34
NRD-POTA0433,Sisu Potato Fries 7mm 1kg,"Potato Fries 7mm, pack: 1kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,12,328.77
NRD-CHIC0096,Golden Pantry Chicken Breast Diced 10kg,"Chicken Breast Diced, pack: 10kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",917122827200,GOL171769,0,0,252.91
NRD-CHIC0486-OLD,Fjordal Chicken Breast Strips 1kg,"Chicken Breast Strips, pack: 1kg. Brand Fjordal. Sold per Kg. (superseded)",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",965691250059,FJO661629,1,0,70.77
NRD-BUTT0491-OLD,Halberg Butter Unsalted Sheet 250g,"Butter Unsalted Sheet, pack: 250g. Brand Halberg. Sold per Packet. (superseded)",Halberg,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",949402419225,,1,0,89.11
NRD-PUFF0444,Fjordal Puff Pastry Sheet 5kg,"Puff Pastry Sheet, pack: 5kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,FJO810016,0,12,340.73
NRD-MOZZ0136,Halberg Mozzarella Diced 1kg,"Mozzarella Diced, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,328.92
NRD-PRAW0206,Fjordal Prawn 16/20 1kg,"Prawn 16/20, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",912124841808,FJO192159,0,0,120.03
NRD-SQUI0229,Cape Bay Squid Ring Raw 1kg,"Squid Ring Raw, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",975842128451,CAP784593,0,0,205.28
NRD-BUTT0302,Halberg Butter Unsalted Sheet 500g,"Butter Unsalted Sheet, pack: 500g. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",970078381558,,0,0,321.09
NRD-BUTT0211,Halberg Butter Unsalted Block 500g,"Butter Unsalted Block, pack: 500g. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Butter Unsalted,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",961401150876,,0,12,75.39
NRD-PRAW0341,Fjordal Prawn PDTO 2kg,"Prawn PDTO, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,FJO480540,0,12,447.47
NRD-CHIC0380,Golden Pantry Chicken Breast Whole 2kg,"Chicken Breast Whole, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",990642483040,GOL502351,0,3,129.09
NRD-POTA0431,Halberg Potato Fries Crinkle 2.5kg,"Potato Fries Crinkle, pack: 2.5kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,12,81.02
NRD-VANI0119,Nordvik Vanilla Ice Cream Cone 1L,"Vanilla Ice Cream Cone, pack: 1L. Brand Nordvik. Sold per Nos.",Nordvik,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,12,353.58
NRD-PRAW0224,Fjordal Prawn 31/40 2kg,"Prawn 31/40, pack: 2kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",911994839232,FJO970958,0,40,60.41
NRD-CHIC0036,Halberg Chicken Breast Whole 10kg,"Chicken Breast Whole, pack: 10kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",980720418681,,0,150,370.58
NRD-PRAW0055,Cape Bay Prawn 16/20 2kg,"Prawn 16/20, pack: 2kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",900841477355,CAP480192,0,900,19.12
NRD-SALM0076,Fjordal Salmon Fillet Trim D 5kg,"Salmon Fillet Trim D, pack: 5kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",916076193401,,0,0,325.92
NRD-SQUI0106,Halberg Squid Ring Raw 1kg,"Squid Ring Raw, pack: 1kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Squid Ring,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,432.66
NRD-MOZZ0122,Golden Pantry Mozzarella Block 1kg,"Mozzarella Block, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",978238047728,GOL598890,0,3,317.94
NRD-PRAW0461,Fjordal Prawn PDTO 1kg,"Prawn PDTO, pack: 1kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,FJO464362,0,12,19.33
NRD-VANI0060,Sisu Vanilla Ice Cream Cone 4L,"Vanilla Ice Cream Cone, pack: 4L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",908239366765,SIS039336,0,0,378.33
NRD-FULL0028,Sisu Full Cream Milk UHT 1L,"Full Cream Milk UHT, pack: 1L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,90.52
NRD-CHIC0204,Sisu Chicken Breast Whole 10kg,"Chicken Breast Whole, pack: 10kg. Brand Sisu. Sold per Kg.",Sisu,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,SIS134227,0,0,109.27
NRD-VANI0132,Sisu Vanilla Ice Cream Tub 1L,"Vanilla Ice Cream Tub, pack: 1L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",943801910230,SIS754986,0,0,301.54
NRD-SALM0124,Cape Bay Salmon Fillet Portion 3kg,"Salmon Fillet Portion, pack: 3kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",903688474173,,0,3,138.85
NRD-MOZZ0035,Cape Bay Mozzarella Diced 2kg,"Mozzarella Diced, pack: 2kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,12,422.91
NRD-CHIC0274,Fjordal Chicken Breast Strips 10kg,"Chicken Breast Strips, pack: 10kg. Brand Fjordal. Sold per Kg.",Fjordal,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",959720548214,,0,150,266.81
NRD-PRAW0455,Golden Pantry Prawn PDTO 1kg,"Prawn PDTO, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,12,73.29
NRD-SALM0386,Nordvik Salmon Fillet Side 3kg,"Salmon Fillet Side, pack: 3kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,NOR076593,0,150,167.44
NRD-CHIC0375,Cape Bay Chicken Breast Whole 2kg,"Chicken Breast Whole, pack: 2kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",934588477237,CAP697954,0,150,88.59
NRD-CHIC0468,Nordvik Chicken Breast Whole 5kg,"Chicken Breast Whole, pack: 5kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",987120847718,,0,150,289.87
NRD-CHIC0167B,Halberg Chicken Breast Strips 5kg (Bulk),"Chicken Breast Strips, pack: 5kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",942632630187,,0,40,139.38
NRD-SALM0441,Cape Bay Salmon Fillet Side 1kg,"Salmon Fillet Side, pack: 1kg. Brand Cape Bay. Sold per Kg.",Cape Bay,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",933326764283,CAP849287,0,3,445.55
NRD-CHIC0240,Golden Pantry Chicken Breast Strips 2kg,"Chicken Breast Strips, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",923653940195,,0,3,90.87
NRD-PUFF0063,Halberg Puff Pastry Sheet 1kg,"Puff Pastry Sheet, pack: 1kg. Brand Halberg. Sold per Packet.",Halberg,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",935101764059,HAL916107,0,0,127.07
NRD-CHIC0186,Halberg Chicken Breast Diced 5kg,"Chicken Breast Diced, pack: 5kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,380.58
NRD-BEEF0476,Fjordal Beef Patty 150g 24s,"Beef Patty 150g, pack: 24s. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",985066848042,,0,150,135.4
NRD-SALM0350,Nordvik Salmon Fillet Side 1kg,"Salmon Fillet Side, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Salmon Fillet,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,113.81
NRD-PUFF0078,Nordvik Puff Pastry Sheet 5kg,"Puff Pastry Sheet, pack: 5kg. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Puff Pastry,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",995909787604,NOR747938,0,3,191.23
NRD-BEEF0046,Golden Pantry Beef Patty 200g 12s,"Beef Patty 200g, pack: 12s. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",909223703882,,0,12,414.89
NRD-FULL0339,Fjordal Full Cream Milk UHT 1L,"Full Cream Milk UHT, pack: 1L. Brand Fjordal. Sold per Nos.",Fjordal,All Items > Frozen > Full Cream Milk,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",980029054052,,0,0,112.77
NRD-POTA0344,Cape Bay Potato Fries Wedge 1kg,"Potato Fries Wedge, pack: 1kg. Brand Cape Bay. Sold per Packet.",Cape Bay,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,3,452.24
NRD-VANI0419,Cape Bay Vanilla Ice Cream Cone 1L,"Vanilla Ice Cream Cone, pack: 1L. Brand Cape Bay. Sold per Nos.",Cape Bay,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",937293735347,,0,40,188.98
NRD-MOZZ0400-OLD,Cape Bay Mozzarella Shredded 1kg,"Mozzarella Shredded, pack: 1kg. Brand Cape Bay. Sold per Kg. (superseded)",Cape Bay,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",912058100698,CAP406948,1,0,264.7
NRD-POTA0477,Fjordal Potato Fries Wedge 1kg,"Potato Fries Wedge, pack: 1kg. Brand Fjordal. Sold per Packet.",Fjordal,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,40,166.4
NRD-MOZZ0031,Golden Pantry Mozzarella Block 2kg,"Mozzarella Block, pack: 2kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",903993133140,GOL872637,0,900,432.49
NRD-CHIC0167,Halberg Chicken Breast Strips 5kg,"Chicken Breast Strips, pack: 5kg. Brand Halberg. Sold per Kg.",Halberg,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",942632630187,,0,40,139.38
NRD-POTA0173,Sisu Potato Fries Wedge 1kg,"Potato Fries Wedge, pack: 1kg. Brand Sisu. Sold per Packet.",Sisu,All Items > Frozen > Potato Fries,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,SIS797988,0,150,179.97
NRD-WHIP0069,Sisu Whipping Cream 35% 1L,"Whipping Cream 35%, pack: 1L. Brand Sisu. Sold per Nos.",Sisu,All Items > Frozen > Whipping Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",997313688589,,0,3,313.54
NRD-BEEF0261,Golden Pantry Beef Patty 200g 24s,"Beef Patty 200g, pack: 24s. Brand Golden Pantry. Sold per Packet.",Golden Pantry,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,150,324.35
NRD-BEEF0430,Nordvik Beef Patty 200g 24s,"Beef Patty 200g, pack: 24s. Brand Nordvik. Sold per Packet.",Nordvik,All Items > Frozen > Beef Patty,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",913217184003,,0,900,294.04
NRD-MOZZ0356,Golden Pantry Mozzarella Diced 1kg,"Mozzarella Diced, pack: 1kg. Brand Golden Pantry. Sold per Kg.",Golden Pantry,All Items > Frozen > Mozzarella,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",931193941531,,0,12,463.02
NRD-CHIC0043,Nordvik Chicken Breast Diced 1kg,"Chicken Breast Diced, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",962111202290,NOR935212,0,150,169.23
NRD-VANI0327,Fjordal Vanilla Ice Cream Tub 4L,"Vanilla Ice Cream Tub, pack: 4L. Brand Fjordal. Sold per Nos.",Fjordal,All Items > Frozen > Vanilla Ice Cream,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,3,228.07
NRD-PRAW0198,Nordvik Prawn 16/20 1kg,"Prawn 16/20, pack: 1kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Prawn,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,14.79
NRD-CHIC0412,Nordvik Chicken Breast Strips 5kg,"Chicken Breast Strips, pack: 5kg. Brand Nordvik. Sold per Kg.",Nordvik,All Items > Frozen > Chicken Breast,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,900,263.86
